GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,50,"..."," Personal current transfer receipts","Thousands of dollars",131719,166786,191773,212558,251142,302334,376899,421422,439679,478486,552096,667469,763690,804528,863397,938105,1011380,1088826,1165949,1257160,1404926,1535266,1723151,1909403,2071649,2191350,2418519,2638210,2716872,2794246,2979957,3183292,3566103,3923479,4217838,4525196,4897872,5379177,5857769,6804240,7514261,8211085,8344725,8373187,8533544,9342776,10089417,10361611,10390162,10989731,11500934
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,60,"...","  Income maintenance benefits 1/","Thousands of dollars",21494,33691,36743,37566,40151,52735,57482,62019,59935,59026,74022,97903,107234,101234,102359,107991,108012,113312,122551,132458,150592,174693,215435,260159,272953,289561,320887,354036,329841,330088,353249,346579,353659,386746,429307,475040,519702,532539,624121,678048,838201,967989,990769,1011003,1033632,1033190,1055896,1087930,1060312,1059730,1082040
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,70,"...","  Unemployment insurance compensation","Thousands of dollars",4852,8813,12148,11904,12701,18450,35600,33927,23455,18666,19678,31497,30912,37514,47146,34955,36755,41427,35467,34824,32367,32602,42555,55731,57706,38907,37148,40706,39555,44827,43797,39798,52383,88835,90857,74767,65933,59712,75028,115769,306643,427615,358563,253039,180446,115089,98181,102567,89537,71446,70081
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,80,"...","  Retirement and other","Thousands of dollars",105373,124282,142882,163088,198290,231149,283817,325476,356289,400794,458396,538069,625544,665780,713892,795159,866613,934087,1007931,1089878,1221967,1327971,1465161,1593513,1740990,1862882,2060484,2243468,2347476,2419331,2582911,2796915,3160061,3447898,3697674,3975389,4312237,4786926,5158620,6010423,6369417,6815481,6995393,7109145,7319466,8194497,8935340,9171114,9240313,9858555,10348813
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,90,"..."," Dividends, interest, and rent 2/","Thousands of dollars",264075,311665,356974,406614,457422,533566,606126,673037,751997,882614,1006064,1198002,1458209,1737108,1915412,2144266,2409892,2567541,2666078,2811663,2984107,3198912,3325715,3465887,3684179,4057859,4475308,4820388,5143815,5409125,5319376,5648796,5777857,5656529,5690970,5970253,6567579,7277886,7776182,8080087,7339724,7224177,8028491,8630310,8546625,9445028,9752733,10242284,10529344,11088092,11160398
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,100,"..."," Population (persons) 3/","Number of persons",498100,504448,523248,536587,558632,574666,588826,606418,626140,639377,658417,675420,686019,666598,681113,696232,710273,728853,747860,760009,772654,784981,802239,823782,846648,872413,897189,913427,926667,937029,945198,956641,966423,984906,1000840,1018994,1040389,1063230,1082623,1097162,1111613,1126646,1136469,1140865,1143943,1142965,1144135,1147987,1152024,1154686,1158464
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,110,"..."," Per capita personal income 4/","Dollars",3227,3612,3908,4354,4663,5092,5631,6192,6714,7595,8359,9133,10068,11098,11925,12969,13972,14515,15000,15648,16435,17356,18180,19079,20076,21090,22199,22931,23839,24805,25282,27186,28321,28981,29818,31058,32404,34181,35145,36349,35565,35720,36999,37520,36936,39219,40692,42141,42738,44593,46133
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,120,"..."," Per capita net earnings 4/","Dollars",2433,2663,2859,3201,3394,3637,3962,4388,4810,5466,5992,6371,6830,7285,7846,8542,9155,9498,9876,10294,10754,11325,11887,12554,13278,13927,14515,14766,15356,16051,16501,17954,18652,19254,19918,20758,21384,22277,22552,22783,22202,22020,22592,22616,22005,22781,23349,24193,24579,25473,26571
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,130,"..."," Per capita personal current transfer receipts 4/","Dollars",264,331,367,396,450,526,640,695,702,748,839,988,1113,1207,1268,1347,1424,1494,1559,1654,1818,1956,2148,2318,2447,2512,2696,2888,2932,2982,3153,3328,3690,3984,4214,4441,4708,5059,5411,6202,6760,7288,7343,7339,7460,8174,8818,9026,9019,9518,9928
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,140,"...","  Per capita income maintenance benefits 4/","Dollars",43,67,70,70,72,92,98,102,96,92,112,145,156,152,150,155,152,155,164,174,195,223,269,316,322,332,358,388,356,352,374,362,366,393,429,466,500,501,576,618,754,859,872,886,904,904,923,948,920,918,934
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,150,"...","  Per capita unemployment insurance compensation 4/","Dollars",10,17,23,22,23,32,60,56,37,29,30,47,45,56,69,50,52,57,47,46,42,42,53,68,68,45,41,45,43,48,46,42,54,90,91,73,63,56,69,106,276,380,316,222,158,101,86,89,78,62,60
